Gene	Mean.Coverage	SD.Coverage	Length
TMPRSS13	41.1432269619	23.5349439629	3071
TRMT2A	49.7184125344	22.6249482296	2904
TRMT2B	57.431374778	24.2120028897	2815
RP11-68L1.2	63.4382653061	10.7529523182	98
MIR3914-1	0.605294117647	0.018998009626	85
TTYH1	45.1912563939	33.3705206848	3128
TTYH2	57.8358148956	29.847614045	3209
STK11IP	31.8316719094	21.3578754651	6358
DCLK2	53.2513182038	27.8208057339	4142
DTWD2	42.3264712991	25.468567815	1655
SBSN	47.1607315891	31.3330755877	2064
NBPF9	33.6443331442	33.6849827687	3524
NBPF8	1.72566694398	9.42112883613	7212
NBPF4	2.09517740269	3.94342118848	2903
NBPF3	65.6720178681	29.1007529778	3246
CPSF2	63.0931960188	22.2926126776	3617
AC005262.3	73.8640268456	12.7133947196	149
AC005262.2	9.42648148148	10.0694159233	108
SNHG15	39.6321645022	8.95395227715	231
SNHG16	45.4928693182	25.7358184665	352
SNHG10	57.2656122449	16.7042973708	98
SNHG12	62.4674365482	20.4420503222	788
FLJ00418	7.48495260664	5.57457477881	422
FAM84B	30.1663616792	10.9408809406	929
FAM84A	24.7695749441	12.3006424071	894
EIF4E3	36.5184136397	31.7730529688	1349
EIF4E2	40.4837812326	30.2816069215	1801
C20orf166-AS1	69.9724260355	13.5810288744	507
PSMB11	63.2792580288	19.2133009581	903
PSMB10	58.5208643123	30.0299208883	1076
RP11-863P13.4	3.16779327838	1.43444278093	1577
PEX11B	67.7951894273	29.5516648283	1135
PEX11G	24.8499482759	23.6782919589	1160
NGDN	69.2637820878	20.4163214381	1753
RP11-627G18.1	48.4168181818	36.627622186	88
LARS2-AS1	63.5686530612	19.7929270439	490
RP11-188P20.3	81.3350980392	2.73849182767	51
CXorf49B	0	0	617
FHIT	51.4776338028	23.4769255946	1065
CHPT1,SYCP3	85.6115789474	0.864325447694	19
LYZL4	49.8560272109	17.6490670223	735
LYZL6	70.552537112	17.0561428353	741
LYZL1	58.128567042	24.4163991307	977
LARP1B	54.8284287532	25.5566460843	4716
AC092597.3	60.162755102	17.4980954439	196
RP11-729L2.2,SMAD4	33.8515265866	25.8799913472	583
APOC4,APOC4-APOC2	34.5359840426	18.1150285333	376
AC073342.1;TAS2R40	35.1046875	3.17486497998	32
LPO	55.9047656916	23.950925248	3521
LPL	65.6528055783	27.0848509156	2438
LPA	62.6309755486	32.7246436667	7975
GNAO1	50.1272433538	25.9404877604	2445
FLNB-AS1	43.0364756447	17.9343301569	349
NEDD8,NEDD8-MDP1	62.6690101523	19.4347563003	394
TMEM87B	57.2514398827	24.0053178634	3410
TMEM87A	54.6720993161	25.8681597377	3363
C6orf222	76.0301138647	20.0780358036	2986
C6orf223	35.7830726872	25.5423743073	908
C6orf226	62.9333333333	9.55763675434	306
CRBN	63.0430340017	19.3972632655	2294
GRTP1-AS1	51.4148039216	31.5803418215	102
TMEM161B	45.1200553205	27.626230945	3073
AXIN2	61.3257428295	27.936866487	3103
AXIN1	53.7366118514	28.1282131163	3527
RAD51L3-RFFL	2.32633663366	1.72465806627	101
CD38	62.153819486	23.6600058203	1673
CD34	62.0045301682	30.9013789375	2022
CD36	62.706945426	21.6376490901	2547
CD37	52.1575496235	36.6735822039	1461
CMC2	19.7197411562	23.4682370859	1159
CMC4	72.7998045603	8.38819945863	307
CD3D	53.4896744186	26.1299278208	1075
CD3E	61.5980928209	26.3683122418	1379
CD3G	72.3319927863	23.4111648304	1109
RP11-649G15.2	4.66747058824	0.952216387921	170
VKORC1	47.0708983957	26.6702408289	935
MAP3K8	62.6194816626	20.7182634489	2045
MAP3K9	57.6135686112	28.658108345	4817
MAP3K2	36.9422130898	25.2379892432	3285
MAP3K3	57.8278226235	24.7090059808	3766
MAP3K1	56.7458538535	24.7890048694	6254
MAP3K6	44.0480641203	22.4776847602	6519
MAP3K7	58.0038893953	20.7054969488	3291
MAP3K4	62.021544052	24.4341543469	7843
DGKZ	34.4346554204	26.5822470841	7647
DGKQ	27.6136477343	21.3373386329	4877
DGKK	38.9075304831	20.4797501312	6479
DGKI	53.393435657	27.0417717579	6613
DGKB	39.5829555149	25.7541409676	4923
DGKA	70.9250192659	24.7388028978	4931
DGKG	60.539030623	23.4433832962	4735
DGKD	58.0893512591	27.8071093801	7029
DGKE	55.5959767188	23.4625926492	2749
RBAK-RBAKDN	41.5794919169	24.8913210224	433
NAA40	60.7213714286	26.0124745589	1575
RP4-613B23.1	42.2465480649	23.1802788174	1602
CHRNA10	45.1589369863	28.1408853515	1825
NPDC1	21.911101999	17.4612786992	1951
TNFSF9	34.4802361396	26.8844841961	974
TNFSF8	82.2391991992	17.5234471254	999
ENTPD1-AS1,RP11-429G19.3	59.5053566796	23.9802373551	771
MIR323B,MIR485	19.1914285714	3.12557927964	49
MIR4750	10.0264285714	1.92306141213	56
DNAH3,TMEM159	93.4579591837	1.67168076547	49
SPPL2A	51.890935412	27.6723480335	2694
SPPL2C	69.9307065473	16.0236030479	2123
MIR4754	0.331573033708	0.0493111382495	89
BLOC1S5-TXNDC5,TXNDC5	48.5033877869	21.1421456379	2571
BMP7	42.5023066104	28.8782035369	2133
BMP6	59.1283632075	34.7750800483	2120
BMP4	73.98966363	15.6402725402	1427
BMP3	62.1420403458	30.936472344	1735
BMP2	49.3717554389	20.6162736439	1333
AMD1	68.2583768445	21.9118332021	1762
FBXL14,WNT5B	26.3634693878	6.82704107179	49
TUFT1	45.2234616911	26.8907821903	2519
RP11-484M3.5,UPK1B	70.1786842105	20.3852578106	152
ACVR2B-AS1	0.570816326531	0.105669231068	49
FBLIM1	55.4174217119	28.1821453103	1916
RP11-234O6.2	16.0123529412	4.02657253169	51
CD8BP	0.485384615385	0.0413552464659	13
OR51T1	80.9110516432	16.5314846235	1065
AF131216.5,TDH	0.207777777778	0.0185592145428	9
GTDC1	55.3189672429	24.5922688278	2198
DYNLRB2	49.8764241164	27.3311341106	481
AC073641.2	67.3416326531	9.38961069191	49
EREG	68.8287389381	19.7844392181	904
SPNS1	61.7547552448	29.3349314694	1716
SPNS3	56.3714093428	24.6032190648	2526
SPNS2	40.6791600139	24.3881593949	2881
CDCP1	70.9288191882	25.4550359135	3252
CDCP2	51.3265664663	13.5722307757	1497
CTDP1	45.6457508616	29.869940061	4062
RP11-881L2.1	39.0637755102	15.3000948558	196
C12orf57,RNU7-1;ATN1,U47924.31	1.69059405941	0.208426590349	101
SENP8	82.7817884914	12.5223105347	643
SENP6	48.0206559302	23.9998921094	5961
SENP5	60.5620247396	15.1795528315	3072
SENP3	34.8142367257	21.3082238833	1808
SENP2	49.875494714	23.3642022187	3689
SENP1	44.6582836401	23.6007173767	3857
GFPT1	64.1097726699	23.5416695275	3959
GFPT2	47.5609074613	29.4676831603	4463
SLC2A14	47.9522079676	31.4908385532	2962
SLC2A13	49.3676673428	30.1391663503	2958
SLC2A12	72.6845814782	16.2379800487	2246
SLC2A11	48.3724068966	33.1037383908	1450
SLC2A10	73.8793161546	19.1441191465	2018
RP11-1084J3.4	2.55791366906	0.848180896432	139
HIST3H2A;HIST3H2BB	34	0.516817182377	3
MIR5589	0.328867924528	0.0627631788781	159
MIR5585	0.158813559322	0.00589703191349	59
MIR5584	0.301	0.032348735338	60
MIR5587	0.29679245283	0.00849741700701	53
MIR5586	0.112203389831	0.00418033021719	59
MIR5581	0.154166666667	0.00497167116011	60
MIR5580	0.141082802548	0.0163526684811	157
RP5-1142A6.5	4.94043478261	1.39649972732	138
RP5-1142A6.9	7.95664634146	1.61297008981	328
SLC5A12	64.5595771144	25.4082891106	3216
SLC5A10	52.667067922	24.7145146147	2974
SLC5A11	68.6114741259	27.2715942589	3575
ZBTB11-AS1	20.0473529412	9.05634911321	102
SEMG1	78.5273252688	9.79970419913	1488
LOH12CR2	3.39630350195	2.09782996914	257
RP11-80F22.10	8.2243472023	4.34609977219	697
AC005614.5	31.9588422576	28.7535034507	691
C11orf48	77.4067391304	20.5141647989	874
C11orf49	55.5393389474	31.6664115414	2375
C11orf42	68.3416513761	24.1566479223	1199
C11orf44	7.219778157	3.30779552463	586
C11orf45	64.37525	18.6166538085	440
CTC-425O23.2	4.46014028056	2.56047407531	499
LDLRAP1	49.7780647025	23.7736071882	1731
CLEC11A	25.9857088415	20.1986315881	1312
STAG3L5P-PVRIG2P-PILRB	46.413877551	20.4970916973	392
KSR1	34.6753035845	26.8445117505	5468
KSR2	47.3481868348	24.6794053877	5074
MIR496;MIR154	43.5692929293	25.1045066388	99
RP11-487E13.1	1.74510344828	0.645975257307	435
RP11-567E21.3	32.0179411765	5.99907325157	102
MATN3	33.9273458283	20.6201426618	1654
LMNA	37.208170902	22.8232933407	3581
LRRC52	82.0574904215	19.7608169639	1044
LRRC53	2.6291510945	2.92909316726	3746
LRRC56	41.3996644813	23.019551585	2593
LRRC57	67.9696588869	16.5081783775	1114
LRRC55	61.5747153025	17.0246158122	1124
LRRC58	34.8104282655	25.7442866247	1401
LRRC59	63.2448867925	28.5694648364	1590
RP11-77K12.4	5.44212121212	0.908566032189	33
RP11-77K12.7	5.055	0.0150639661751	14
FAM85B	0.0258333333333	0.0274405257993	96
GLCE	77.1751963602	16.022151211	2088
CSH2	47.5621712538	36.6405690663	981
CSH1	47.2893265993	40.7648722099	1188
CABS1	72.5941077441	9.96923797361	1188
TMCC1	75.3780008543	22.1526686383	2341
C1orf101	50.7174512507	27.4569819709	5077
C1orf109	57.4206746032	29.2115425409	1008
CABLES1	39.2511797997	30.4601427206	2297
CABLES2	55.1872172808	33.8144306775	2361
MRPL54	49.5531810767	15.4372081326	613
MRPL50	78.521300813	21.5345659174	615
MRPL52	48.8532490013	24.7543597203	751
IQCC	69.4156179775	26.3015598746	1780
IQCG	83.9858831522	17.4928364143	2208
IQCE	48.920877692	28.9947611158	4922
IQCK	52.3131801471	29.2516117096	1632
IQCJ	80.7809361702	12.1473992141	235
IQCH	59.3326222482	27.3901718215	5133
AL132989.1	0.166201550388	0.0449590180607	258
RRAD	52.128424	33.574574216	1250
RRAS	48.3403507194	27.797022462	1112
NOD1	65.4437112354	21.8431591309	3934
NOD2	62.268010917	24.4658094975	4580
HIF1A-AS2	47.6382038835	18.3035274698	618
TCF7L1	55.261993592	29.3570049036	2809
TCF7L2	51.4613985279	28.8760301097	3804
RP11-362K2.2	3.59697771588	2.00725870425	718
H2AFZ	57.0514048673	23.1912639	904
TNNI2	40.2210218978	18.4918754385	1233
TNNI3	48.8903962704	22.8987327503	858
TNNI1	56.448742616	26.2033317175	1185
AP4S1	51.2959290671	34.0770848309	1297
PVRL1	54.2844567289	23.3596954719	2623
PVRL3	33.8971231645	30.1699498395	3337
PVRL4	63.1694092466	23.1384777379	2336
JRKL	51.3607238095	28.8212160574	1575
ORAI3	54.8614749536	37.4655460189	1078
TRIM11	34.4231658986	25.2920296649	2170
TRIM10	56.9805245203	27.0469609969	2345
TRIM13	74.5326034612	22.560099994	1329
TRIM17	60.9780921053	24.1309854815	1976
TRIM16	30.2477016886	33.7630038084	1066
PRELP	78.634024961	18.1840328864	1282
AC019048.1	6.05666666667	1.06329392855	156
RTEL1,RTEL1-TNFRSF6B,TNFRSF6B	26.2702027027	4.47904756365	296
PTX3	58.1039092496	38.198182351	1146
RP11-87F15.2	20.6665306122	7.8260000828	49
AC121757.1,KRT83	41.5794761905	37.0643109556	210
IGHV7-81	87.5662863071	10.0373512269	482
C19orf71	7.27576190476	1.44942222154	630
RP11-659G9.3	31.0560774818	24.3325019387	413
CEP68	72.1013997841	19.3950376471	2779
CEP63	59.2758615859	23.0127699255	3569
A4GALT	51.8116401125	25.7781004295	1067
COLEC12	65.0603182257	23.5857980156	3111
COLEC10	58.7193389058	16.9711814405	1316
COLEC11	40.7745778466	35.2021147456	2582
TVP23C-CDRT4	50.0966666667	3.47408051384	33
PSMD6-AS2	45.9237414966	7.63375239521	147
CCSER2	50.7385079289	26.8577114247	4162
RP11-156L14.1	54.7390890688	26.4074542956	494
KEAP1	49.4347651874	24.6388473572	2321
CCNB1IP1	47.9845403377	33.5182175695	1599
SLC6A3	52.8824749263	26.9452438987	3390
SLC6A2	65.5909165903	20.9469307542	3273
SLC6A1	57.7142008339	24.1490183733	2878
SLC6A7	54.2331884058	25.7288764159	3450
SLC6A6	66.9251057492	28.6114248983	3357
SLC6A5	69.5386128364	27.4611401544	3864
SLC6A4	65.0577998737	23.6474131652	3168
SLC6A9	66.5249244468	24.6920924834	3706
SLC6A8	32.582653486	27.1362028585	3844
DNAJC5B	66.0044288793	25.56624989	928
DNAJC5G	69.8682178218	19.1276004397	909
ALDH4A1	47.6011761229	27.1172463421	1692
CEMP1	48.9519230769	7.43865830963	312
HTR6	49.6377156024	26.7515700914	1519
HTR7	56.4310217842	29.5181131509	1928
HTR4	41.7333007874	27.4643177178	3175
IL11RA	66.1966751108	18.0102742021	1579
RBM12	81.367866964	16.8737999651	2691
RBM11	44.9756353591	34.2552382609	1267
RBM10	30.0409637097	13.0450258433	4960
RBM17	55.1530600169	25.7309589843	2366
RBM15	70.7609625323	19.4002387036	3096
RBM19	64.5473657086	23.5673031536	5045
RBM18	63.27627	18.3045398349	1000
CTD-2194A8.2	35.5165686275	10.8903326641	102
BCAR1	37.5244480039	27.2530565524	4058
BCAR3	55.1270223523	24.4069366233	3758
ATP6V1G2-DDX39B	5.17957264957	0.588812939622	117
FRMPD3-AS1	34.4525904762	20.8054094311	525
TRAJ48;TRAJ49	13.4438993711	10.6043535311	159
SNORA25,SNORA32;SNORA1,SNORA8,SNORD6	38.2795833333	7.65085587156	48
MCF2L	38.2903459619	25.959499082	8816
OR5P3	76.4842307692	12.9095137677	936
TRAJ46,TRAJ47	15.9956	2.20575329351	50
RP11-158I9.5	2.29427184466	1.14713330044	309
CLNS1A	43.0088644689	23.6382292777	1365
ANKRD36BP1	20.6134204793	10.4337122738	459
RP11-767N6.7,TMEM69	11.2015702479	1.95948080209	121
RP11-603J24.14	49.8872871573	28.8461692716	693
RP11-603J24.17	53.4810073382	28.6643575166	1499
LIAS,RPL9	18.9596153846	1.44405673232	26
MAN1B1;AL807752.1	0.355306122449	0.0849044080328	49
MCF2L-AS1	6.06662337662	4.93725355425	77
HHIP	63.6297531646	21.7819664005	3160
PAX6,RCN1	2.92553191489	0.47209896029	47
FOXD4	70.8660378788	21.3319650836	1320
FOXD2	22.0617876344	30.870810978	1488
FOXD3	26.4026727146	33.6851709357	1433
FOXD1	18.7523401265	29.9599595957	1423
OR2T5	13.6608853119	25.3355295549	994
TIAF1	78.118045977	15.0721787398	348
RP11-613M10.8,RP11-613M10.9,TOMM5	21.2665625	15.7316286056	96
BMP8A	28.7652651279	33.2139310882	1603
BMP8B	27.5832063306	32.3097515487	1706
REXO2	54.9998805461	27.9420361726	1172
REXO4	62.5372958736	28.8270394796	2278
C20orf62	4.83536312849	1.8766309664	716
RFWD3	68.973916206	22.7846647356	3437
CTB-113D17.1	26.8214285714	6.62640739768	49
NCAM1-AS1	12.7162312312	22.108619686	666
TVP23B	65.1466460724	23.5405932173	1133
TVP23A	24.3544709677	19.6721457221	1550
MIR329-2;MIR329-1,MIR758	77.1482828283	8.25898620556	99
RPH3AL	44.9030447248	29.7543653801	1744
NDUFC1	35.8360964912	19.4540587958	456
TRAV38-1	44.3026987061	12.0448643628	541
LINC00544	4.39546428571	1.49368502503	560
RUNX2	50.3970098507	36.8343318079	3147
RUNX3	34.3103749467	29.249885297	2347
RUNX1	35.313367463	32.408361953	3516
C9orf153	38.0677966102	22.8186636016	649
TRMT6	73.143902439	24.3265790356	2542
TRMT5	75.8373387565	21.0915795858	1721
TRMT1	61.021993689	24.0990967668	3486
PLEKHD1	8.01878393051	2.86161427291	2763
KDM4C	57.2996386334	25.422084244	6088
KDM4B	36.6609375477	28.7477208107	6549
KDM4A	73.3949674665	20.1278687237	4918
KDM4D	73.7363931298	17.0239762037	1572
RP11-321N4.5,SYNCRIP	59.1832647059	33.381603861	340
SNX19;SNX19	77.1525	19.1420538344	4
AC019181.2	1.44762886598	0.711892684439	97
MIR4650-2	0.0346052631579	0.00720014619735	76
SPINT2	60.0836352657	33.9026717755	828
RP11-950C14.3	50.8014285714	35.1334066406	546
RP11-950C14.7	56.4331972789	11.344774851	147
SPINT4	72.9429245283	16.0786958442	530
AC079602.1	0.180778443114	0.02451923356	501
RP1-283K11.2	83.2767346939	11.3854211216	49
AC106786.1	3.0696969697	0.411737817431	33
A4GNT	77.4461867365	15.7218028799	1146
CREBRF	57.2847001795	20.7440717952	2785
CSTF2T	76.4716909778	21.113590556	1851
TRIM31-AS1	53.5570097087	22.0394316766	515
RP11-64J4.2	81.3699129058	19.3733796867	1263
ARL14EPL,CTD-2287O16.3	4.7677340824	1.92988842684	534
MIR887	75.5126582278	10.7826668492	79
TAF13	78.8449626308	17.5859543303	669
TAF12	67.9579781421	25.7280109924	915
TAF11	74.7463555556	18.3617154702	675
TAF10	37.9424636275	27.6611913752	1031
TAF15	64.6132645804	22.3594160215	2812
TAF1B	51.3844539983	25.494890073	3489
TAF1A	65.5724300254	20.9923862168	2358
TAF1D	56.7742440522	24.4781442286	1303
TAF1L	93.9125461121	8.90061568375	5530
ABO	37.9941257934	21.890652766	1733
ABR	44.6114769582	31.1052058231	6141
PPDPF	44.7583977901	21.759784511	543
RP11-90K6.1	0.260283018868	0.0931814159601	106
ATP8A2	50.5526974246	26.8986659966	8193
CYCS	69.575371179	16.7162411354	458
CYC1	60.6775328084	31.82388595	1524
UBC;MIR5188	0.119795918367	0.00381324223287	49
ABCA2,C9orf139	0.556326530612	0.147163371201	49
RP11-758N13.1	3.0145890411	2.52034469768	584
RP11-295P9.3	0.136923076923	0.00466041382428	52
MIR3135A	0.685584415584	0.0884589334766	77
SPATA31C1	74.0259128978	28.7891912052	2388
RCVRN	66.4161702128	25.9689712063	799
BEAN1,RP11-403P17.5	2.66923913043	1.04243294637	92
RP11-445F6.2	33.7945918367	6.95493478567	98
RP11-383H13.1	9.20892183288	13.7194939719	1113
DEGS2	48.2111472603	29.6050198918	1168
DUSP13;DUSP13	1.025	0.150222057857	4
CTD-2265O21.3	34.8563013699	29.2126461707	511
LINC00982	3.22093373494	1.89015613849	664
LINC00987	56.8663043478	4.91969938159	184
SPATS1	70.3630429989	21.0983158363	907
SPATS2	43.9900526932	29.0162313742	3416
ERN1	34.7095488722	21.5111780196	5320
SELM	45.4100494438	27.2960355034	809
SELT	31.5096911608	22.6078697312	939
SELV	29.3076245955	29.0248649743	1545
OPA3	58.9114797794	25.3345483832	1088
OPA1	50.225463035	23.3323923584	6425
RAD9A	51.2295219512	26.8813152629	2050
IRAK1,MIR718	0.00734693877551	0.00757614408414	49
AL359693.1	0.111712538226	0.00833371793263	327
HIST1H3G	78.32495671	19.2945500689	462
BEX2	50.7969836553	37.8546997494	673
BEX1	90.9379245283	5.73480946971	424
ZNF831	53.785957641	24.3855389799	5477
ZNF835	51.682189781	22.8209280708	1781
ZNF836	68.1982599933	23.060980171	2977
ZNF839	34.5148194444	21.768119346	3600
TEX22	2.14185015291	1.58167572627	654
TEX28	0.0181967213115	0.00387650904866	61
TEX29	54.132992993	26.35917507	999
TRBJ2-4	15.2936	1.6807053427	50
TRBJ2-6	43.1854716981	2.79598445993	53
TRBJ2-7	51.7034042553	1.86657588927	47
TRBJ2-1	10.444	2.38870898442	50
TRBJ2-2	42.46	1.48477473039	51
RP11-484K9.4	24.3537254902	6.30699800564	51
SNORD115-3	87.2675609756	0.625342495739	82
SNORD115-1	87.6464634146	0.346934981461	82
KCNA6	70.0947252747	19.1203723645	1638
KCNA7	44.8107488087	23.250436669	1469
KCNA5	59.3889413681	27.8633984812	1842
KCNA2	68.8454021677	27.8791364351	1753
KCNA1	81.6416935484	13.4385310119	1488
BHMT	60.1458626114	23.0210621507	1907
AC096677.1,NAV1	0.8994	0.0819011350249	50
SSSCA1	51.9264302885	21.5843104564	832
ACTN2	58.3935957066	25.2071724088	5031
KIAA1522	41.4767372778	26.4132265364	4107
KRT79	59.1413787761	24.4379139851	2582
DCN	53.0171883289	33.5063413996	2262
DCK	48.9960485782	26.5777062174	1688
DCC	65.7273163438	29.7822101856	7691
DCX	71.6970917574	20.033713465	1929
DCT	53.5514979905	24.2070406867	2737
FAM196B	10.3086069652	2.14908155078	1608
FAM196A	75.3679472954	20.6249189972	1442
AP000275.65,TCP10L	75.7413859275	20.5883168367	469
DAW1	49.8082311669	24.5078596202	2708
MAGEC1;MAGEC1	88.1925	3.60006828639	4
VPS9D1	38.1911213518	29.5306197792	2604
TMEM35	68.7756125828	16.344674734	604
TMEM33	53.9535866261	30.6971462871	1645
IGHE;RP11-731F5.1	25.1617058824	3.80950011886	170
RP11-758I14.3	1.48396396396	0.246791333571	111
TAPBPL	46.3299397288	21.8591430544	1991
CCL27,IL11RA,RP11-195F19.30	74.7566666667	0.760021929508	3
SULT1E1	58.9162681847	19.6255719643	1581
SPANXA2	0	0	381
HLA-DOA	64.3640696686	23.3970148869	1177
HLA-DOB	64.0361722488	28.7060582212	418
STIM1	49.4132319492	28.5189444709	3781
STIM2	50.7594918072	33.6362233191	4211
C14orf23	3.93049828179	1.909508612	1164
C14orf28	68.7686423506	18.7856023367	987
AP001347.6	65.8032653061	12.5573986139	49
TUFM	67.715910133	21.0825693419	2181
ARHGAP8,PRR5-ARHGAP8	45.619362133	27.7774127274	2963
TGFBR3L	2.16725591716	1.66153392415	1352
CCDC77	68.2117613865	18.6499233697	2481
C14orf142,RP11-371E8.4	26.0706122449	10.8085998422	98
HLA-F-AS1	2.38838383838	0.347206658072	99
RP11-321F6.1	2.40138069705	2.06593862116	746
APBB1IP	58.4249541004	29.4359773835	3268
C2CD4B	4.79877034358	4.18858311745	1106
C2CD4D	3.05474576271	3.19479024567	1062
ODF3	38.2492448513	21.4616628525	874
ODF2	47.9725997276	28.6767754747	5139
ODF1	76.6122904368	19.2330335583	847
ODF4	62.5473243802	25.1220837883	968
RP5-1052I5.2	9.94674157303	1.79275865085	89
RP5-1052I5.1	8.2408161435	4.31223368884	1115
PPY2	3.3338071066	0.40579755603	197
AFAP1L2	49.9338878769	29.7058411411	4941
FASN	37.2535398387	22.0371135059	11283
CTBP2	52.7504297792	24.5561145804	4258
NPTN	57.9742374565	26.0006930455	2013
NKX1-1	3.19029370629	4.16471613865	1430
NKX1-2	4.98255276382	3.28783152439	995
ZSCAN18	35.4672795276	24.9735428819	2540
ZSCAN10	38.3174452555	25.0075161024	2603
FLYWCH1	18.4073748064	15.1692481025	3874
CCAR1	52.7553470397	27.8359121632	6469
CCAR2	65.4216181863	26.7781600967	4091
ZMIZ2	60.9150610433	23.0077994383	4505
ZMIZ1	55.7323409054	29.3484752313	6207
CTD-2510F5.6,PRR11	71.8845846154	20.0036309257	325
OR11L1	66.990768453	16.1761615548	989
OR9A4	89.8478201058	7.56689348562	945
UHRF2	55.3308988476	25.3573702372	3905
DNM1P47	26.8572335025	19.7870434348	788
AC068533.7,CRCP	79.9074193548	11.9920169226	372
RP11-333E1.1	35.8336848793	29.2479570308	787
CGN	51.7727484105	22.4984723129	5505
GALK1	29.3082732733	23.0802481783	2664
GALK2	45.4909242021	30.5386356863	3008
RP11-131H24.4	4.64028673835	1.24557255775	279
PDP1;MIR378D2	0.17	0.00349927106112	50
MFSD9,TMEM182	17.5185714286	0.593701063146	7
ANKLE1	46.1046159696	31.1888107256	2630
ANKLE2	59.1850362319	29.5019114351	4140
AC003006.7,ZNF551	39.4582325581	39.9873113108	430
TSNAXIP1	60.5898630137	25.0320760913	3504
CUX2	43.0315309911	28.7513564711	7002
AC011298.1,AC011298.2	0.74	0.01	3
RABGAP1	56.0605109238	24.1938673363	5813
EBF3	50.9724770642	28.1254257722	3597
EBF1	49.057673518	25.1550569829	3357
RPA4	62.215826972	12.7506784289	786
RPA1	58.6963264112	23.8929328643	3419
RPA3	53.0990368609	31.3286690307	841
RP11-195F19.30	34.2339140271	29.2205597535	442
ADRBK1	55.8301076848	25.4248776634	4086
NMD3	51.181594569	24.9159604302	3167
COQ10A	77.0999101796	31.3746172643	1002
IGHD3-22	14.7116923077	1.4313885157	130
MIR3913-2	0.334019607843	0.156111535426	102
SLC26A7	64.9369311613	23.8304966879	3806
ENTPD1-AS1	18.5624245399	25.3178348283	4075
PDCD11	67.186172948	22.8931099443	9101
C11orf35,RASSF7	3.84041666667	0.321908922849	48
AL953854.2	0.00267826086957	0.00576476716999	575
ANKRD13C	56.069434968	25.1634496869	2814
ANKRD13A	63.669514912	27.8998103073	2783
PHGR1	6.70779411765	3.9459066022	476
